db_id,jaar van uitgave,editie,display_title,nummer,uitgever,verkend,herzien,bewerkt,uitgave,bijgewerkt,opname_jaar,basis_jaar,basis,schaal,bewerker,reproductie,editie,waterstaatskaart,bijkaart_we,bijkaart_hw,exemplaren,urls
249,[1922],2,18 - ROSWINKEL 1,18,Top. Inrichting,"",1922,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/18 Roswinkel-1.jpg
250,[1922],2,18 - ROSWINKEL 2,18,Top. Inrichting,"",1922,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/18 Roswinkel-2.jpg
251,[1922],2,19 - ALKMAAR 1,19,Top. Inrichting,"",1922,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/19 Alkmaar-1.jpg
252,[1922],2,19 - ALKMAAR 2,19,Top. Inrichting,"",1922,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/19 Alkmaar-2.jpg
253,[1923],2,19 - ALKMAAR 3,19,Top. Inrichting,"",1923,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/19 Alkmaar-3.jpg
254,[1923],2,19 - ALKMAAR 4,19,Top. Inrichting,"",1923,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/19 Alkmaar-4.jpg
255,[1924],2,20 - ENKHUIZEN 1,20,Top. Inrichting,"",1924,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/20 Enkhuizen-1.jpg
256,[1923],2,21 - ZWOLLE 4,21,Top. Inrichting,"",1923,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/21 Zwolle-4.jpg
257,[1929],2,22 - COEVORDEN 1,22,Top.-Dienst,"",1929,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/22 Coevorden-1.jpg
258,[1929],2,22 - COEVORDEN 3,22,Top. Dienst,"",1929,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/22 Coevorden-3.jpg
259,[1941],2,22 - COEVORDEN OOST,22,"","",1938,"","",1941,"","","",Schaal 1:50000,Alg. Dienst Rijkswaterstaat,Top. Dienst,2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/22 Coevorden-Oost.jpg
260,[1941],2,23 - NIEUW SCHOONEBEEK,23,"","",1941,"","","","","","",Schaal 1:50000,Alg. Dienst Rijkswaterstaat,Top. Dienst,2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/23 Nieuw-Schoonebeek.jpg
261,[1899],2,24 - HILLEGOM 1,24,Top. Inrichting,1898,"",1899,"","","","","",Schaal van 10000 Meters,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/24 Hillegom-1.jpg
262,[1899],2,24 - HILLEGOM 2,24,Top. Inrichting,1898,"",1899,"","","","","",Schaal van 10000 Meters,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/24 Hillegom-2.jpg
263,[1925],2,25 - AMSTERDAM 1,25,Top. Inrichting,"",1925,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/25 Amsterdam-1.jpg
264,[1924],2,25 - AMSTERDAM 2,25,Top. Inrichting,"",1924,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/25 Amsterdam-2.jpg
265,[1925],2,25 - AMSTERDAM 3,25,Top. Inrichting,"",1925,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/25 Amsterdam-3.jpg
266,[1920],2,25 - AMSTERDAM 4,25,Top. Inrichting,"",1919,1920,"","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/25 Amsterdam-4.jpg
267,[1928],2,26 - HARDERWIJK 1,26,Top. Inrichting,"",1928,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/26 Harderwijk-1.jpg
269,[1936],2,27 - HATTEM OOST,27,"","",1936,"","","","","","",Schaal 1:50000,Alg. Dienst Rijkswaterstaat,Top. Dienst,2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/27 Hattem-Oost.jpg
268,[1942],2,27 - HATTEM WEST,27,"",1942,"","","","","","","",Schaal 1:50000,Alg. Dienst Rijkswaterstaat,Top. Dienst,2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/27 Hattem-West.jpg
271,[1937],2,28 - ALMELO OOST,28,"","",1937,"","","","","","",Schaal 1:50000,Alg. Dienst Rijkswaterstaat,Top. Dienst,2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/28 Almelo-Oost.jpg
270,[1937],2,28 - ALMELO WEST,28,"","",1937,"","","","","","",Schaal 1:50000,Alg. Dienst Rijkswaterstaat,Top. Dienst,2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/28 Almelo-West.jpg
272,[1928],2,29 - DENEKAMP 1,29,Top.-Dienst,"",1928,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/29 Denekamp-1.jpg
273,[1928],2,29 - DENEKAMP 2,29,Top.-Dienst,"",1928,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/29 Denekamp-2.jpg
274,[1918],2,30 - 'S GRAVENHAGE 1,30,Top. Inrichting,"",1917,1918,"","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/30 's-Gravenhage-1.jpg
275,[1918],2,30 - 'S GRAVENHAGE 2,30,Top. Inrichting,"",1917,1918,"","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/30 's-Gravenhage-2.jpg
276,[1918],2,30 - 'S GRAVENHAGE 3,30,Top. Inrichting,"",1917,1918,"","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/30 's-Gravenhage-3.jpg
278,[1919],2,31 - UTRECHT 2,31,Top. Inrichting,"",1919,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/31 Utrecht-2.jpg
279,[1920],2,31 - UTRECHT 4,31,Top. Inrichting,"",1920,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/31 Utrecht-4.jpg
277,[1940],2,31 - UTRECHT WEST,31,"","",1937,"","",1940,"","","",Schaal 1:50000,Alg. Dienst Rijkswaterstaat,Top. Dienst,2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/31 Utrecht-West.jpg
280,[1928],2,32 - AMERSFOORT 1,32,Top. Inrichting,"",1928,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/32 Amersfoort-1.jpg
281,[1928],2,32 - AMERSFOORT 2,32,Top. Inrichting,"",1928,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/32 Amersfoort-2.jpg
282,[1928],2,32 - AMERSFOORT 3,32,Top. Inrichting,"",1928,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/32 Amersfoort-3.jpg
283,[1928],2,32 - AMERSFOORT 4,32,Top. Inrichting,"",1928,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/32 Amersfoort-4.jpg
285,[1935],2,33 - ZUTPHEN OOST,33,"",1929,"","","",1935,"","","","",Alg. Dienst Rijkswaterstaat,Top. Dienst,2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/33 Zutphen-Oost.jpg
284,1935,2,33 - ZUTPHEN WEST,33,top. dienst,"",1930,"",1935,1935,"","","",Schaal 1:50000,den Algemenen Dienst van den Rijkswaterstaat,"",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/33 Zutphen-West.jpg
286,[1929],2,34 - GROENLO 1,34,Top. Inrichting,"",1929,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/34 Groenlo-1.jpg
287,[1929],2,34 - GROENLO 2,34,Top. Inrichting,"",1929,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/34 Groenlo-2.jpg
288,[1929],2,34 - GROENLO 3,34,Top. Inrichting,"",1929,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/34 Groenlo-3.jpg
289,[1929],2,34 - GROENLO 4,34,Top.-Dienst,"",1929,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/34 Groenlo-4.jpg
290,[1911],2,36 - GOEDEREEDE,36,Top. Inrichting,"",1910,1911,"","","","","","","","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/36 Goedereede.jpg
292,[1936],2,37 - ROTTERDAM OOST,37,"","",1936,"","","","","","",Schaal 1:50000,Alg. Dienst Rijkswaterstaat,Top. Dienst,2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/37 Rotterdam-Oost.jpg
291,[1935],2,37 - ROTTERDAM WEST,37,"","",1935,"","","","","","",Schaal 1:50000,Alg. Dienst Rijkswaterstaat,Top. Dienst,2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/37 Rotterdam-West.jpg
293,[1882],2,38 - GORINCHEM 1,38,Top. Inrigting,1881,"",1882,"","","","","",Schaal van 10000 Meters,"","",2,false,false,false,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/38 Gorinchem-1.jpg
294,[1920],2,38 - GORINCHEM 2,38,Top. Inrichting,"",1920,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/38 Gorinchem-2.jpg
295,[1882],2,38 - GORINCHEM 3,38,Top. Inrigting,1881,"",1882,"","","","","",Schaal van 10000 Meters,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/38 Gorinchem-3.jpg
296,[1921],2,38 - GORINCHEM 4,38,Top. Inrichting,"",1921,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/38 Gorinchem-4.jpg
297,[1934],2,39 - RHENEN 1,39,Top. Dienst,"",1930,"","",1934,"","","",Schaal van 10000 Meter,den Algemenen Dienst van den Rijkswaterstaat,"",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/39 Rhenen-1.jpg
298,[1934],2,39 - RHENEN 2,39,Top. Dienst,"",1930,"","",1934,"","","",Schaal 1:50000,den Algemenen Dienst van den Rijkswaterstaat,"",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/39 Rhenen-2.jpg
299,[1934],2,39 - RHENEN 3,39,Top. Dienst,"",1930,"","",1934,"","","",Schaal van 10000 Meter,den Algemenen Dienst van den Rijkswaterstaat,"",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/39 Rhenen-3.jpg
300,[1934],2,39 - RHENEN 4,39,Top. Dienst,"",1930,"","",1934,"","","",Schaal 1:50000,den Algemenen Dienst van den Rijkswaterstaat,"",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/39 Rhenen-4.jpg
301,[1934],2,40 - ARNHEM 1,40,Top. Dienst,"",1929,"","",1934,"","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/40 Arnhem-1.jpg
302,[1929],2,40 - ARNHEM 2,40,Top.-Dienst,"",1929,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/40 Arnhem-2.jpg
303,[1934],2,40 - ARNHEM 3,40,Top. Dienst,"",1929,"","",1934,"","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/40 Arnhem-3.jpg
304,[1929],2,40 - ARNHEM 4,40,Top.-Dienst,"",1929,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/40 Arnhem-4.jpg
305,[1928],2,41 - AALTEN 1,41,Top. Inrichting,"",1928,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/41 Aalten-1.jpg
306,[1928],2,41 - AALTEN 2,41,Top. Inrichting,"",1928,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/41 Aalten-2.jpg
307,[1928],2,41 - AALTEN 3,41,Top. Inrichting,"",1928,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/41 Aalten-3.jpg
308,[1913],2,42 - ZIERIKZEE 1,42,Top. Inrichting,"",1912,1913,"","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/42 Zierikzee-1.jpg
309,[1914],2,42 - ZIERIKZEE 2,42,Top. Inrichting,"",1913,1914,"","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/42 Zierikzee-2.jpg
310,[1911],2,43 - WILLEMSTAD 1,43,Top. Inrichting,"",1910,1911,"","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/43 Willemstad-1.jpg
311,[1911],2,43 - WILLEMSTAD 2,43,Top. Inrichting,"",1910,1911,"","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/43 Willemstad-2.jpg
312,[1912],2,43 - WILLEMSTAD 3,43,Top. Inrichting,"",1911,1912,"","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/43 Willemstad-3.jpg
313,[1912],2,43 - WILLEMSTAD 4,43,Top. Inrichting,"",1911,1912,"","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/43 Willemstad-4.jpg
314,[1910],2,44 - GEERTRUIDENBERG 1,44,Top. Inrichting,"",1909,1910,"","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/44 Geertruidenberg-1.jpg
315,[1906],2,44 - GEERTRUIDENBERG 2,44,Top. Inrichting,"",1905,1906,"","","","","",Schaal van 10000 Meters,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/44 Geertruidenberg-2.jpg
316,[1908],2,44 - GEERTRUIDENBERG 3,44,Top. Inrichting,1907,"",1908,"","","","","",Schaal van 10000 Meters,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/44 Geertruidenberg-3.jpg
317,[1909],2,44 - GEERTRUIDENBERG 4,44,Top. Inrichting,"",1906-1908,1909,"","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/44 Geertruidenberg-4.jpg
318,[1912],2,45 - 'S HERTOGENBOSCH 1,45,Top. Inrichting,"",1910,1912,"","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/45 's-Hertogenbosch-1.jpg
319,[1928],2,45 - 'S HERTOGENBOSCH 2,45,Top. Inrichting,"",1928,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/45 's-Hertogenbosch-2.jpg
320,[1911],2,45 - 'S HERTOGENBOSCH 3,45,Top. Inrichting,"",1910,1911,"","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/45 's-Hertogenbosch-3.jpg
321,[1928],2,45 - 'S HERTOGENBOSCH 4,45,Top. Inrichting,"",1928,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/45 's-Hertogenbosch-4.jpg
322,[1930],2,46 - VIERLINGSBEEK 1,46,Top.-Dienst,"",1930,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/46 Vierlingsbeek-1.jpg
323,[1929],2,46 - VIERLINGSBEEK 2,46,Top.-Dienst,"",1929,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/46 Vierlingsbeek-2.jpg
324,[1927],2,46 - VIERLINGSBEEK 3,46,Top.-Dienst,"",1927,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/46 Vierlingsbeek-3.jpg
325,[1915],2,48 - MIDDELBURG 1,48,Top. Inrichting,"",1913,1915,"","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/48 Middelburg-1.jpg
326,[1915],2,48 - MIDDELBURG 2,48,Top. Inrichting,"",1913,1915,"","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/48 Middelburg-2.jpg
327,[1915],2,48 - MIDDELBURG 3,48,Top. Inrichting,"",1913,1915,"","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/48 Middelburg-3.jpg
328,[1914],2,48 - MIDDELBURG 4,48,Top. Inrichting,"",1912,1914,"","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/48 Middelburg-4.jpg
329,[1914],2,49 - BERGEN OP ZOOM 1,49,Top. Inrichting,"",1911,1914,"","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/49 Bergen op Zoom-1.jpg
330,[1929],2,49 - BERGEN OP ZOOM 2,49,Top. Inrichting,"",1929,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/49 Bergen op Zoom-2.jpg
331,[1913],2,49 - BERGEN OP ZOOM 3,49,Top. Inrichting,"",1912,1913,"","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/49 Bergen op Zoom-3.jpg
332,[1929],2,49 - BERGEN OP ZOOM 4,49,Top. Inrichting,"",1929,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/49 Bergen op Zoom-4.jpg
333,[1926],2,50 - BREDA 1,50,Top. Inrichting,"",1926,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/50 Breda-1.jpg
334,[1926],2,50 - BREDA 2,50,Top. Inrichting,"",1926,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/50 Breda-2.jpg
335,[1926],2,50 - BREDA 3,50,Top. Inrichting,"",1926,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/50 Breda-3.jpg
336,[1926],2,50 - BREDA 4,50,Top. Inrichting,"",1926,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/50 Breda-4.jpg
337,[1925],2,51 - EINDHOVEN 1,51,Top. Inrichting,"",1925,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/51 Eindhoven-1.jpg
338,[1925],2,51 - EINDHOVEN 2,51,Top. Inrichting,"",1925,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/51 Eindhoven-2.jpg
339,[1925],2,51 - EINDHOVEN 3,51,Top. Inrichting,"",1925,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/51 Eindhoven-3.jpg
340,[1925],2,51 - EINDHOVEN 4,51,Top. Inrichting,"",1925,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/51 Eindhoven-4.jpg
341,[1928],2,52 - VENLO 1,52,Top. Inrichting,"",1928,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/52 Venlo-1.jpg
342,[1928],2,52 - VENLO 2,52,Top. Inrichting,"",1928,"","","","","","",Schaal van 10000 Meter,"","",2,false,false,false,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/52 Venlo-2.jpg
